,budget,homepage,id,imdb_id,revenue,runtime,language,description,popularity,title,rating,votes,year,genre1,genre2,genre3,genre4,genre5,genre6,genre7,genre8
7282,0,,156708,tt2312890,0,95,en,"Rachel is a quick-witted and lovable stay-at-home mom. Frustrated with the realities of preschool auctions, a lacklustre sex life and career that's gone kaput, she visits a strip club to spice up her marriage and meets McKenna, a stripper she adopts as her live-in nanny.",14.976,Afternoon Delight,5.8,185,2013,Comedy,Drama,,,,,,
7283,0,,460790,tt6977240,0,87,en,"Federation trooper Johnny Rico is ordered to work with a group of new recruits on a satellite station on Mars, where giant bugs have decided to target their next attack.",14.974,Starship Troopers: Traitor of Mars,5.9,226,2017,Action,Animation,ScienceFiction,,,,,
7284,0,,70338,tt1696192,0,57,en,"The television movie is set in the city of Dimmsdale and centers on the series' main protagonist Timmy Turner with his fairy godparents Cosmo and Wanda and his fairy godbrother Poof. In the movie, Timmy is now 23 years old but is still in fifth grade with his fairy-obsessed fifth grade teacher Mr. Crocker. Despite being grown up, Timmy finds a loophole in the fairy rulebook Da Rules: if he continues to act like a kid, he will still get to keep his fairies. However, the dilemma rises when Tootie, who was once a dorky girl when she was 10 years old, returns to Dimmsdale as an attractive woman. Timmy falls in love with her, a sign that he is growing up to an adult, which means he is closer to losing his fairies. Meanwhile, an oil business tycoon named Hugh J. Magnate, Jr., who teams up with Mr. Crocker, plans to use Timmy's fairies' magic in order to promote his oil business.",14.974,"A Fairly Odd Movie: Grow Up, Timmy Turner!",4.9,191,2011,Family,Fantasy,TVMovie,,,,,
7285,9000000,,10122,tt0091059,18564613,90,en,"12-year-old David is accidentally knocked out in the forest near his home, but when he awakens eight years have passed. His family is overjoyed to have him back, but is just as perplexed as he is that he hasn't aged. When a NASA scientist discovers a UFO nearby, David gets the chance to unravel the mystery and recover the life he lost.",14.974,Flight of the Navigator,6.9,679,1986,Adventure,Family,ScienceFiction,,,,,
7286,14390509,,175,tt0095250,0,168,fr,"Two men answer the call of the ocean in this romantic fantasy-adventure.  Jacques and Enzo are a pair of friends who have been close since childhood, and who share a passion for the dangerous sport of free diving. Professional diver Jacques opted to follow in the footsteps of his father, who died at sea when Jacques was a boy; to the bewilderment of scientists, Jacques harbors a remarkable ability to adjust his heart rate and breathing pattern in the water, so that his vital signs more closely resemble that of dolphins than men.  As Enzo persuades a reluctant Jacques to compete against him in a free diving contest -- determining who can dive deeper and longer without scuba gear -- Jacques meets Johana, a beautiful insurance investigator from America, and he finds that he must choose between his love for her and his love of the sea.",14.973,The Big Blue,7.5,1227,1988,Adventure,Drama,Romance,,,,,
7287,0,http://goodfilmscollective.com/project/the-postcard-killings,449756,tt4106514,0,101,en,"After suffering a personal tragedy, and desperate for justice, Jacob Kanon, a veteran New York City police detective, embarks on the search for a twisted killer who is leaving a bloody trail of elaborate murders across Europe.",14.971,The Postcard Killings,6.5,434,2020,Drama,Thriller,,,,,,
7288,17000000,,323661,tt3858372,15730665,86,fr,"When a faun named Mune becomes the Guardian of the Moon, little did he had unprepared experience with the Moon and an accident that could put both the Moon and the Sun in danger, including a corrupt titan named Necross who wants the Sun for himself and placing the balance of night and day in great peril. Now with the help of a wax-child named Glim and the warrior, Sohone who also became the Sun Guardian, they go out on an exciting journey to get the Sun back and restore the Moon to their rightful place in the sky.",14.971,Mune: Guardian of the Moon,7.3,473,2015,Adventure,Animation,Family,Fantasy,,,,
7289,60000000,,5820,tt0443632,78810595,108,en,A secret service agent is framed as the mole in an assassination attempt on the president. He must clear his name and foil another assassination attempt while on the run from a relentless FBI agent.,14.97,The Sentinel,6.0,651,2006,Action,Crime,Thriller,,,,,
7290,0,http://www.mardigras-movie.com/,58231,tt1083462,0,88,en,"For three college guys, it’s senior year and the co-ed experience has left them high and dry. Their solution: A road trip to Mardi Gras, where beautiful babes are happy to lift their shirts and open containers are always welcome. But after dressing in drag, breaking into Carmen Electra’s hotel room, starring in a scandalous sex show and accidentally exploding a feces bomb in a swank hotel lobby, will the Mardi Gras magic kick in and their wildest fantasies come true?",14.969,Mardi Gras: Spring Break,5.6,125,2011,Comedy,,,,,,,
7291,0,,673595,tt11898442,0,4,en,"It seemed like just another day at the park for Maggie Simpson. But when Maggie faces playground peril, a heroic young baby whisks her from danger and steals her heart.",14.967,Maggie Simpson in Playdate with Destiny,7.4,316,2020,Animation,Comedy,Family,Romance,,,,
7292,65000000,,72976,tt0443272,275293450,149,en,"The revealing story of the 16th US President's tumultuous final months in office. In a nation divided by war and the strong winds of change, Lincoln pursues a course of action designed to end the war, unite the country and abolish slavery. With the moral courage and fierce determination to succeed, his choices during this critical moment will change the fate of generations to come.",14.964,Lincoln,6.9,3320,2012,Drama,History,,,,,,
7293,300000,https://www.amazon.com/dp/B01N2PO5JN,355506,tt4667854,0,82,en,A bachelor party becomes a savage fight for survival when the groomsmen unwittingly unleash a fabled predator upon the festivities.,14.962,Siren,6.0,219,2016,Horror,,,,,,,
7294,0,https://www.netflix.com/title/80218306,531306,tt8179388,0,99,en,"Stranded at a summer camp when aliens attack the planet, four teens with nothing in common embark on a perilous mission to save the world.",14.961,Rim of the World,6.0,834,2019,Action,Adventure,Comedy,ScienceFiction,,,,
7295,0,,452558,tt7245176,0,101,cn,"When a Hong Kong police negotiator is informed about the sudden disappearance of his 16-year-old daughter in Thailand,  he travels there to search for her whereabouts.",14.961,Paradox,6.6,136,2017,Action,Crime,Drama,,,,,
7296,0,http://www.lamujermovie.com/,50724,tt0463345,0,89,es,"After almost 10 years of marriage, attractive Zoe discovers that her marriage lacks passion and surprise, and is seduced by the possibility of finding those sensations already forgotten in her husband's brother. From this premise a series of events lead these three characters to a dangerous game of revenges, secrets and passions. Two brothers and one woman: the triangle is outlined in a disquieting way. It is a bomb that triggers family secrets, the contained rage of desire and the unmanageable power of love. An exciting story that subjugates the viewer from beginning to end.  Even though Zoe/Sonia has been married to Ignacio/Ishan for about a decade, they are unable to have children. She wants to be intimate but he prefers to be ready for intimacy on Saturdays only, and she gets physically drawn to his artistic brother, Gonzalo/Rohan. Then things get complicated for her after she tests positive for motherhood and finds that her husband may be gay.",14.961,My Brother's Wife,6.3,105,2005,Drama,Romance,,,,,,
7297,0,https://www.netflix.com/title/80231468,531438,tt8510488,0,85,en,"When her husband abruptly ends their marriage, empty nester Kate embarks on a solo second honeymoon in Africa, finding purpose and potential romance.",14.959,Holiday in the Wild,6.5,469,2019,Comedy,Romance,,,,,,
7298,0,,11171,tt0370986,1524966,105,en,"A teenage hustler and a young man obsessed with alien abductions cross paths, together discovering a horrible, liberating truth.",14.958,Mysterious Skin,7.6,792,2005,Drama,,,,,,,
7299,7000000,http://www.sonyclassics.com/capote/,398,tt0379725,49327405,114,en,"A biopic of writer Truman Capote and his assignment for The New Yorker to write the non-fiction book ""In Cold Blood"".",14.957,Capote,7.0,1204,2005,Crime,Drama,,,,,,
7300,0,https://www.netflix.com/title/81048729,631060,tt10962368,0,121,en,"Catherine Clare reluctantly trades life in 1980 Manhattan for a remote home in the tiny hamlet of Chosen, New York, after her husband George lands a job teaching art history at a small Hudson Valley college. Even as she does her best to transform the old dairy farm into a place where young daughter Franny will be happy, Catherine increasingly finds herself isolated and alone. She soon comes to sense a sinister darkness lurking both in the walls of the ramshackle property—and in her marriage to George.",14.955,Things Heard & Seen,5.7,767,2021,Horror,,,,,,,
7301,0,https://www.tms-e.co.jp/global/alltitles/conan/087304.html,20677,tt1068773,0,100,ja,"Police officers around Tokyo are being murdered by an unknown assailant. When Ran witnesses an attempt on the life of one of her friends in the police, she loses her memory. Now, Conan and Inspector Megure must find the murderer while Ran attempts to regain her lost memories.",14.954,Detective Conan: Captured in Her Eyes,7.3,130,2000,Animation,Crime,Thriller,,,,,
7302,27220000,,199373,tt2005374,5496951,105,en,An Alaska State Trooper partners with a young woman who escaped the clutches of serial killer Robert Hansen to bring the murderer to justice. Based on actual events.,14.951,The Frozen Ground,6.3,1273,2013,Crime,Thriller,,,,,,
7303,0,http://buckoutroadthemovie.com/,467615,tt4847454,0,97,en,"A college class project on creation and destruction of modern myth, turns terrifying when a trio of young people come to realize the urban legends surrounding the famed Buckout Road may, in fact, be REAL.",14.95,The Curse of Buckout Road,6.7,45,2017,Horror,,,,,,,
7304,3500000,,9427,tt0119164,257850122,91,en,"Sheffield, England. Gaz, a jobless steelworker in need of quick cash persuades his mates to bare it all in a one-night-only strip show.",14.95,The Full Monty,7.0,1358,1997,Comedy,,,,,,,
7305,0,https://movies.disney.com/mcfarland-usa,228203,tt2097298,45710059,128,en,A track coach in a small California town transforms a team of athletes into championship contenders.,14.948,"McFarland, USA",7.4,641,2015,Drama,Family,,,,,,
7306,0,,12545,tt0070239,13200000,108,en,"Recounts the last days of Jesus Christ from the perspective of Judas Iscariot, his betrayer. As Jesus' following increases, Judas begins to worry that Jesus is falling for his own hype, forgetting the principles of his teachings and growing too close to the prostitute Mary Magdalene. After Jesus has an outburst in a temple, Judas turns on him.",14.946,Jesus Christ Superstar,7.1,478,1973,Drama,History,Music,,,,,
7307,0,,833326,tt13482806,0,110,fr,"Cassandre, 26, is a flight attendant for a low-cost airline. Based in Lanzarote, she’s always willing to take on extra hours and carries out her duties with robotic efficiency. On the side, she just goes with the flow and floats between Tinder, parties and lazy days. When she suddenly gets dismissed, she is forced to return home.",14.945,Zero Fucks Given,6.4,120,2022,Comedy,Drama,,,,,,
